Age,Sex,Grade,Height,Weight,fruits last 30 days,vegetables last 30 days,soft drinks last 30 days,fast food last 7 days,days active 6o mins plus 7 past days,walk or bike to school past 7 days,days went to PE each week,always hungry last 30 days ,ate fruits 2+ times per week past 30 days,ate vegetabes 3+ times per day last 30 days,drank soft drinks 1+ times per day past 30 days,ate fast food 3+ times per day last 30 days,drank soft drinks 1+ times per day last 30 days,active 60+ for more than 5 days for past 7 days,walk/bike 0 days to school last 7 days,3+ days PE each week,overweight,obese,underweight,ate 5+ fruits/vegetables 30 days,physically active all 7 days,attended PE 5+ each week,weight,stratum,psu
6,1,4,1.66,59,3,4,1,7,4,8,6,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,326.4133,201201002,3
5,1,4,1.69,60,2,7,7,1,1,1,1,2,2,1,1,2,2,2,1,2,2,2,2,1,2,2,326.4133,201201002,3
5,1,4,1.71,65,3,2,3,1,6,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,326.4133,201201002,3
6,1,4,1.73,50,4,4,3,2,7,1,1,2,1,2,1,2,2,1,1,2,2,2,2,2,2,2,326.4133,201201002,3
3,2,4,1.71,79,2,3,2,1,1,1,1,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,379.3422,201201002,3
4,2,4,1.52,47,3,3,2,2,8,8,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,379.3422,201201002,3
5,2,4,1.62,51,3,4,2,3,4,8,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,379.3422,201201002,3
5,2,4,1.6,50,2,3,1,1,4,6,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,379.3422,201201002,3
5,2,4,1.52,44,2,4,5,3,8,1,1,2,2,2,1,2,2,1,1,2,2,2,2,2,1,2,379.3422,201201002,3
5,2,4,1.64,59,2,4,2,6,5,6,,2,2,2,2,1,2,2,2,,2,2,2,2,2,,379.3422,201201002,3
6,2,4,1.5,43,2,2,2,3,8,8,4,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2,379.3422,201201002,3
5,2,4,1.57,55,3,4,3,4,8,1,2,2,2,2,1,1,2,1,1,2,2,2,2,2,1,2,379.3422,201201002,3
6,2,4,1.67,68,2,2,2,2,8,8,3,2,2,2,2,2,2,1,2,2,1,2,2,2,1,2,379.3422,201201002,3
7,1,4,1.66,55,3,3,3,2,1,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,326.4133,201201002,3
4,2,4,1.57,44,5,6,5,2,4,4,1,2,1,1,1,2,2,2,2,2,2,2,2,1,2,2,379.3422,201201002,3
5,2,4,1.54,60,3,1,5,1,1,8,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,379.3422,201201002,3
4,1,4,1.72,55,3,1,3,7,3,1,1,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,326.4133,201201002,3
6,1,4,1.69,61,2,3,3,5,1,1,1,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,326.4133,201201002,3
4,1,4,1.67,46,4,2,4,5,1,1,1,2,1,2,1,1,2,2,1,2,2,2,2,2,2,2,326.4133,201201002,3
5,2,4,1.54,42,3,3,2,1,7,7,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,379.3422,201201002,3
6,1,4,1.74,65,6,7,2,6,2,1,1,2,1,1,2,1,2,2,1,2,2,2,2,1,2,2,326.4133,201201002,3
5,1,4,1.66,58,3,2,1,1,,,,2,2,2,2,2,1,,,,2,2,2,2,,,326.4133,201201002,3
6,1,4,1.63,54,2,2,1,1,6,1,4,1,2,2,2,2,2,1,1,1,2,2,2,2,2,2,326.4133,201201002,3
4,2,4,1.47,47,3,4,3,2,6,1,1,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,379.3422,201201002,3
5,1,4,1.67,53,4,4,2,1,4,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,326.4133,201201002,3
6,1,4,1.73,75,3,4,2,6,8,6,2,2,2,2,2,1,2,1,2,2,1,2,2,2,1,2,326.4133,201201002,3
4,2,4,1.49,61,2,4,2,1,1,1,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,379.3422,201201002,3
6,1,4,1.69,55,3,4,2,6,8,8,1,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,326.4133,201201002,3
5,1,4,1.73,66,2,2,3,6,8,1,6,2,2,2,1,1,2,1,1,1,2,2,2,2,1,1,326.4133,201201002,3
6,1,4,1.68,52,1,4,2,4,8,5,3,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,326.4133,201201002,3
5,1,4,1.83,71,2,3,2,3,5,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,326.4133,201201002,3
5,1,4,1.57,45,2,2,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,326.4133,201201002,3
5,1,4,1.8,75,2,1,3,6,,1,6,2,2,2,1,1,2,,1,1,1,2,2,2,,1,326.4133,201201002,3
5,1,4,1.7,50,2,4,2,2,,,,2,2,2,2,2,2,,,,2,2,2,2,,,326.4133,201201002,3
6,1,4,1.66,52,3,3,3,4,,1,6,2,2,2,1,1,2,,1,1,2,2,2,2,,1,326.4133,201201002,3
5,1,4,1.59,45,3,4,3,3,8,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,2,326.4133,201201002,3
5,1,4,1.69,55,2,4,1,1,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,326.4133,201201002,3
6,1,4,1.7,60,3,3,3,5,8,8,1,2,2,2,1,1,2,1,2,2,2,2,2,2,1,2,326.4133,201201002,3
5,1,4,1.81,60,2,2,2,2,2,1,6,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,326.4133,201201002,3
6,1,4,1.69,58,2,4,3,1,6,1,1,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,326.4133,201201002,3
6,2,4,1.53,48,1,3,3,6,1,2,3,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,379.3422,201201002,3
5,1,4,1.61,59,2,3,3,1,8,8,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,2,326.4133,201201002,3
5,2,4,1.64,62,4,3,3,3,1,1,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,379.3422,201201002,3
4,1,4,1.74,53,3,2,2,1,8,8,3,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,326.4133,201201002,3
5,1,4,1.59,51,2,2,2,3,4,1,6,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,326.4133,201201002,3
6,1,4,1.77,65,3,3,3,1,6,8,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,326.4133,201201002,3
5,1,4,1.66,56,2,3,2,4,2,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,326.4133,201201002,3
5,1,4,1.72,59,4,5,3,1,3,8,1,2,1,1,1,2,2,2,2,2,2,2,2,1,2,2,326.4133,201201002,3
5,1,4,1.8,66,4,4,1,5,6,1,2,2,1,2,2,1,2,1,1,2,2,2,2,2,2,2,326.4133,201201002,3
5,1,4,1.48,37,3,5,1,1,4,1,6,2,2,1,2,2,2,2,1,1,2,2,2,2,2,1,326.4133,201201002,3
5,2,4,1.59,54,3,4,3,1,1,1,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,379.3422,201201002,3
7,2,4,1.6,66,3,3,2,2,2,8,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,379.3422,201201002,3
5,1,4,1.72,66,5,2,3,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,326.4133,201201002,3
6,1,4,1.6,47,2,2,2,1,8,8,6,2,2,2,2,2,2,1,2,1,2,2,2,2,1,1,326.4133,201201002,3
5,1,4,1.76,65,3,3,2,1,4,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,326.4133,201201002,3
5,1,4,1.68,51,1,4,3,1,3,1,5,,2,2,1,2,2,2,1,1,2,2,2,2,2,2,326.4133,201201002,3
7,1,4,1.67,60,3,4,3,6,8,1,2,2,2,2,1,1,2,1,1,2,2,2,2,2,1,2,326.4133,201201002,3
4,1,4,1.68,64,3,3,2,1,5,1,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,326.4133,201201002,3
7,,6,,,2,2,1,1,8,1,1,2,2,2,2,2,2,1,1,2,,,,2,1,2,432.6351,201201002,3
7,1,6,1.65,58,3,4,5,2,2,1,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,432.6351,201201002,3
7,1,6,1.86,61,2,7,2,3,4,1,1,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,432.6351,201201002,3
7,1,6,1.81,80,1,2,1,3,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,432.6351,201201002,3
7,1,6,1.75,71,1,3,1,1,7,6,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,432.6351,201201002,3
6,2,6,1.68,68,1,2,2,7,1,1,6,2,2,2,2,1,2,2,1,1,2,2,2,2,2,1,532.3143,201201002,3
7,1,6,1.73,68,1,3,1,2,8,8,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,432.6351,201201002,3
8,1,6,1.73,83,1,1,1,8,8,1,1,2,2,2,2,1,2,1,1,2,1,2,2,2,1,2,432.6351,201201002,3
7,2,6,1.58,74,1,2,2,1,1,5,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,532.3143,201201002,3
8,1,6,1.72,74,3,4,2,6,1,8,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,432.6351,201201002,3
7,2,6,1.68,58,1,3,3,1,5,8,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,532.3143,201201002,3
7,1,6,1.78,70,2,2,2,2,2,3,6,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,432.6351,201201002,3
7,2,6,1.36,60,3,1,3,1,,1,1,2,2,2,1,2,2,,1,2,1,1,2,2,,2,532.3143,201201002,3
8,1,6,1.73,60,2,3,2,3,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,432.6351,201201002,3
8,1,6,1.77,76,,,,2,1,1,2,2,,,,2,2,2,1,2,2,2,2,,2,2,432.6351,201201002,3
6,1,6,1.6,52,1,2,3,8,8,1,1,2,2,2,1,1,2,1,1,2,2,2,2,2,1,2,432.6351,201201002,3
6,1,6,1.76,170,,,,5,8,8,1,2,,,,1,2,1,2,2,1,1,2,,1,2,432.6351,201201002,3
6,1,6,1.65,71,2,4,2,1,3,8,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,432.6351,201201002,3
7,1,6,1.94,84,2,3,3,4,6,1,1,2,2,2,1,1,2,1,1,2,2,2,2,2,2,2,432.6351,201201002,3
7,2,6,1.72,70,3,5,3,3,2,7,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,532.3143,201201002,3
8,2,6,1.71,69,3,3,1,4,2,1,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,532.3143,201201002,3
5,2,6,1.58,58,5,5,6,8,2,5,1,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,532.3143,201201002,3
7,1,6,1.77,69,,,,1,7,1,1,2,,,,2,2,1,1,2,2,2,2,,2,2,432.6351,201201002,3
7,1,6,1.79,69,2,2,2,5,2,1,6,2,2,2,2,1,2,2,1,1,2,2,2,2,2,1,432.6351,201201002,3
7,2,6,1.6,47,2,7,2,1,8,1,2,2,2,1,2,2,2,1,1,2,2,2,2,1,1,2,532.3143,201201002,3
7,2,6,1.62,53,3,5,4,8,8,1,1,2,2,1,1,1,2,1,1,2,2,2,2,2,1,2,532.3143,201201002,3
7,1,6,1.74,65,1,4,3,6,3,1,4,2,2,2,1,1,2,2,1,1,2,2,2,2,2,2,432.6351,201201002,3
7,2,6,1.6,63,2,7,2,8,1,2,1,1,2,1,2,1,2,2,2,2,1,2,2,1,2,2,532.3143,201201002,3
8,1,6,1.73,66,2,3,2,1,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,432.6351,201201002,3
7,1,6,1.68,58,3,3,3,2,1,1,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,432.6351,201201002,3
5,2,5,1.61,53,3,3,1,1,5,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,498.3721,201201011,21
7,2,5,1.68,74,4,3,5,1,3,1,3,2,1,2,1,2,2,2,1,2,1,2,2,2,2,2,498.3721,201201011,21
4,2,5,1.66,67,2,7,2,1,8,8,5,1,2,1,2,2,2,1,2,1,1,2,2,1,1,2,498.3721,201201011,21
7,2,5,1.63,60,2,5,3,4,4,2,6,2,2,1,1,1,2,2,2,1,2,2,2,2,2,1,498.3721,201201011,21
8,1,5,1.67,58,3,3,2,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,393.6048,201201011,21
6,2,5,1.6,90,3,3,1,2,3,1,6,1,2,2,2,2,2,2,1,1,1,1,2,2,2,1,498.3721,201201011,21
7,2,5,1.54,45,6,6,5,4,1,4,3,2,1,1,1,1,2,2,2,2,2,2,2,1,2,2,498.3721,201201011,21
8,1,5,1.79,57,3,3,3,1,1,1,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,393.6048,201201011,21
7,2,5,1.62,57,4,5,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,1,2,2,498.3721,201201011,21
8,2,5,1.65,59,3,3,3,2,2,1,6,2,2,2,1,2,2,2,1,1,2,2,2,2,2,1,498.3721,201201011,21
7,2,5,1.6,47,3,5,2,2,1,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,498.3721,201201011,21
7,2,5,1.58,65,4,3,1,1,2,1,2,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,498.3721,201201011,21
8,1,5,1.6,54,1,7,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,393.6048,201201011,21
8,2,5,1.57,55,4,3,,1,2,2,3,1,1,2,,2,2,2,2,2,2,2,2,2,2,2,498.3721,201201011,21
8,2,6,1.53,45,3,3,4,5,8,1,6,2,2,2,1,1,2,1,1,1,2,2,2,2,1,1,695.2677,201201011,21
8,2,6,1.53,48,7,5,4,3,4,1,1,2,1,1,1,2,2,2,1,2,2,2,2,1,2,2,695.2677,201201011,21
6,2,6,1.54,47,4,3,1,4,2,1,3,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,695.2677,201201011,21
8,2,6,,,2,2,2,1,2,2,6,2,2,2,2,2,2,2,2,1,,,,2,2,1,695.2677,201201011,21
8,2,6,1.57,41,6,5,4,2,1,1,1,2,1,1,1,2,2,2,1,2,2,2,2,1,2,2,695.2677,201201011,21
7,2,6,1.51,50,7,1,2,1,2,1,5,1,1,2,2,2,2,2,1,1,2,2,2,1,2,2,695.2677,201201011,21
8,2,6,1.46,48,3,2,3,2,3,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,695.2677,201201011,21
8,1,6,1.73,56,4,5,2,2,4,8,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,565.0745,201201011,21
8,2,6,1.58,50,3,6,1,1,7,5,6,2,2,1,2,2,2,1,2,1,2,2,2,1,2,1,695.2677,201201011,21
8,2,6,1.53,49,3,1,3,3,3,1,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,695.2677,201201011,21
8,2,6,1.69,72,4,3,3,5,1,6,3,2,1,2,1,1,2,2,2,2,1,2,2,2,2,2,695.2677,201201011,21
8,2,6,1.71,66,1,4,1,3,6,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,695.2677,201201011,21
7,1,6,1.77,61,5,5,3,4,1,1,2,1,1,1,1,1,2,2,1,2,2,2,2,1,2,2,565.0745,201201011,21
7,2,6,1.58,51,3,3,2,1,3,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,695.2677,201201011,21
8,1,6,1.77,55,3,3,2,1,4,1,6,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,565.0745,201201011,21
4,2,4,1.67,54,3,1,1,1,4,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,303.4737,201201004,7
5,1,4,1.61,48,3,5,3,3,5,1,1,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,261.1306,201201004,7
8,1,4,1.72,61,7,4,4,4,8,8,,2,1,2,1,1,2,1,2,,2,2,2,1,1,,261.1306,201201004,7
5,2,4,1.65,56,1,1,1,8,6,1,1,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,303.4737,201201004,7
6,2,4,1.62,62,3,2,1,2,7,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,303.4737,201201004,7
4,2,4,1.61,47,2,1,1,6,,1,6,2,2,2,2,1,2,,1,1,2,2,2,2,,1,303.4737,201201004,7
5,2,4,1.54,50,2,3,3,3,2,1,3,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,303.4737,201201004,7
7,2,4,1.52,49,2,4,3,1,1,4,4,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,303.4737,201201004,7
7,2,4,1.57,58,2,4,1,6,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,303.4737,201201004,7
7,2,1,1.62,48,3,3,2,1,6,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,285.4961,201201004,7
7,1,4,1.78,66,2,2,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,261.1306,201201004,7
6,2,4,1.55,49,5,4,4,5,7,8,1,2,1,2,1,1,2,1,2,2,2,2,2,1,2,2,303.4737,201201004,7
5,1,4,1.73,50,1,1,1,1,4,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,261.1306,201201004,7
5,1,4,1.54,42,1,2,2,1,4,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,261.1306,201201004,7
8,1,4,1.7,61,3,2,1,1,1,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,261.1306,201201004,7
7,1,4,1.62,56,2,3,2,4,1,1,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,261.1306,201201004,7
6,2,4,1.57,59,1,3,1,1,4,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,303.4737,201201004,7
6,1,4,1.72,58,3,2,2,8,5,1,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,261.1306,201201004,7
6,2,4,1.53,50,1,2,1,4,3,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,303.4737,201201004,7
7,2,4,1.58,54,1,3,2,2,2,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,303.4737,201201004,7
7,2,4,1.59,40,2,3,1,1,4,1,1,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,303.4737,201201004,7
8,2,4,1.57,60,2,5,2,2,2,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,303.4737,201201004,7
7,1,4,1.76,60,2,2,3,1,2,1,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,261.1306,201201004,7
6,2,4,1.66,74,2,1,7,3,8,1,6,2,2,2,1,2,2,1,1,1,1,2,2,2,1,1,303.4737,201201004,7
5,2,4,1.61,55,3,3,2,1,2,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,303.4737,201201004,7
6,2,4,1.55,45,2,3,4,5,1,1,3,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,303.4737,201201004,7
5,1,4,1.6,48,2,2,1,1,5,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,261.1306,201201004,7
7,1,4,1.65,53,1,2,1,1,8,8,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,261.1306,201201004,7
5,2,4,1.61,55,3,3,3,2,5,8,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,303.4737,201201004,7
6,1,4,1.72,59,1,2,1,1,6,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,261.1306,201201004,7
5,1,4,1.57,53,2,2,1,1,3,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,261.1306,201201004,7
5,1,4,1.72,54,1,3,2,1,6,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,261.1306,201201004,7
5,1,4,1.62,47,2,1,1,1,5,8,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,261.1306,201201004,7
7,1,4,1.69,67,4,3,3,2,8,8,6,2,1,2,1,2,2,1,2,1,2,2,2,2,1,1,261.1306,201201004,7
5,1,4,1.58,41,1,3,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,261.1306,201201004,7
5,2,4,1.64,64,1,2,1,5,2,1,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,303.4737,201201004,7
5,2,4,1.63,70,4,3,4,2,6,3,2,2,1,2,1,2,2,1,2,2,1,2,2,2,2,2,303.4737,201201004,7
5,2,4,1.62,50,3,3,3,8,2,1,1,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,303.4737,201201004,7
6,2,4,1.53,48,6,6,3,2,3,1,1,2,1,1,1,2,2,2,1,2,2,2,2,1,2,2,303.4737,201201004,7
6,1,4,1.74,64,2,2,3,2,5,1,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,261.1306,201201004,7
5,2,4,1.72,66,3,7,1,1,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,303.4737,201201004,7
6,1,4,1.62,58,3,3,3,3,8,1,3,2,2,2,1,2,2,1,1,2,2,2,2,2,1,2,261.1306,201201004,7
6,2,4,1.56,55,1,1,1,1,8,8,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,303.4737,201201004,7
6,2,4,1.7,55,2,2,1,3,4,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,303.4737,201201004,7
7,2,4,1.58,56,3,4,3,1,3,3,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,303.4737,201201004,7
4,1,4,1.72,56,1,4,1,1,8,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,261.1306,201201004,7
6,2,4,1.53,48,2,2,1,2,3,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,303.4737,201201004,7
6,2,4,1.55,46,3,1,2,2,3,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,303.4737,201201004,7
6,2,4,1.64,57,3,3,3,4,4,8,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,303.4737,201201004,7
5,2,4,1.59,50,4,4,5,5,3,8,5,2,1,2,1,1,2,2,2,1,2,2,2,2,2,2,303.4737,201201004,7
5,2,4,1.67,63,5,7,3,1,4,3,2,2,1,1,1,2,2,2,2,2,2,2,2,1,2,2,303.4737,201201004,7
5,1,4,1.74,63,3,3,3,1,5,1,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,261.1306,201201004,7
6,2,4,1.64,54,3,5,3,1,4,8,3,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,303.4737,201201004,7
5,2,4,1.65,46,1,3,3,3,1,1,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,303.4737,201201004,7
7,1,4,1.77,84,1,3,1,1,1,8,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,261.1306,201201004,7
6,1,4,1.73,62,2,4,1,4,4,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,261.1306,201201004,7
8,1,4,1.78,73,2,2,1,1,3,8,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,261.1306,201201004,7
7,2,4,1.63,63,2,2,2,4,1,1,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,303.4737,201201004,7
5,1,4,1.66,75,2,2,1,1,6,8,6,2,2,2,2,2,2,1,2,1,1,2,2,2,2,1,261.1306,201201004,7
7,1,6,1.68,48,3,5,4,3,7,6,4,2,2,1,1,2,2,1,2,1,2,2,1,2,2,2,309.0251,201201004,7
8,2,6,1.54,52,2,1,2,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,380.2245,201201004,7
7,2,6,1.64,60,3,4,1,6,6,1,1,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,380.2245,201201004,7
8,1,6,1.71,59,2,2,2,8,1,1,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,309.0251,201201004,7
8,1,6,1.73,68,1,2,1,1,3,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,309.0251,201201004,7
7,1,6,1.71,67,5,3,3,4,8,8,4,2,1,2,1,1,2,1,2,1,2,2,2,2,1,2,309.0251,201201004,7
8,2,6,1.58,43,2,3,1,1,4,1,6,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,380.2245,201201004,7
7,1,6,1.7,56,4,1,4,3,8,1,6,2,1,2,1,2,2,1,1,1,2,2,2,2,1,1,309.0251,201201004,7
8,1,6,1.7,60,1,4,3,1,2,1,3,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,309.0251,201201004,7
7,2,6,1.6,57,2,2,1,4,8,8,4,2,2,2,2,1,2,1,2,1,2,2,2,2,1,2,380.2245,201201004,7
8,2,6,1.62,79,2,2,2,4,1,1,6,1,2,2,2,1,2,2,1,1,1,1,2,2,2,1,380.2245,201201004,7
7,2,6,1.59,62,3,3,3,8,4,8,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,380.2245,201201004,7
8,2,6,1.56,43,2,2,2,3,5,5,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,380.2245,201201004,7
8,1,6,1.68,53,1,1,1,1,2,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,309.0251,201201004,7
7,2,6,1.59,47,2,3,2,2,4,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,380.2245,201201004,7
8,2,6,1.65,50,2,7,4,2,8,1,1,2,2,1,1,2,2,1,1,2,2,2,2,1,1,2,380.2245,201201004,7
7,2,6,1.67,66,1,3,1,3,2,8,4,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,380.2245,201201004,7
7,2,6,1.63,62,2,1,2,1,8,8,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,380.2245,201201004,7
7,2,6,1.54,50,1,1,1,4,8,1,1,2,2,2,2,1,2,1,1,2,2,2,2,2,1,2,380.2245,201201004,7
8,1,6,1.68,57,1,2,1,1,3,1,6,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,309.0251,201201004,7
7,1,6,1.79,64,6,3,1,5,8,8,1,2,1,2,2,1,1,1,2,2,2,2,2,1,1,2,309.0251,201201004,7
7,1,6,1.7,64,2,7,3,1,5,8,6,2,2,1,1,2,2,2,2,1,2,2,2,1,2,1,309.0251,201201004,7
7,1,6,1.57,50,1,2,1,1,,1,1,2,2,2,2,2,2,,1,2,2,2,2,2,,2,309.0251,201201004,7
8,2,6,1.44,45,4,4,3,1,3,1,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,380.2245,201201004,7
7,1,4,1.62,52,3,4,3,1,1,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,373.7163,201201012,23
6,2,4,1.6,50,3,2,2,1,3,1,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,434.3155,201201012,23
8,1,4,1.73,60,3,4,3,1,,,1,2,2,2,1,2,2,,,2,2,2,2,2,,2,373.7163,201201012,23
6,1,4,1.6,53,3,4,3,1,2,1,3,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,373.7163,201201012,23
8,2,4,1.52,65,2,2,2,4,1,1,5,2,2,2,2,1,2,2,1,1,1,2,2,2,2,2,434.3155,201201012,23
